"","XML_FileName","Lat","Long","Altitude","RWL_Count","CRN_Count","SpeciesLong","GenusSpp","Genus","Family","Order","Group","ModNegExp","SE_ModNegExp","P_ModNegExp","Mean","SE_Mean","P_Mean","AgeDepSpline","SE_AgeDepSpline","P_AgeDepSpline","N_years"
"NM611","noaa-tree-22339.xml",33.407,-108.216,2532,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0548248379737686,0.00953137061326467,2.26393946431837e-08,0.0322671463138724,0.00567006133775926,3.12858111691539e-08,0.0702696435088681,0.0111019413398838,9.48014150086685e-10,8
"NM615","noaa-tree-22343.xml",34.97,-108.1,2423,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.0942080217685837,0.0470724049764871,0.0502100974281299,-0.0784941958571779,0.0392595465508237,0.0504297677564715,-0.119073826760485,0.0579471951084961,0.0445682314103648,4
"NM616","noaa-tree-22344.xml",34.244,-105.796,2439,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0505173709322576,0.012910635976395,0.000126548110652795,0.0236445114615025,0.00707088165389825,0.000993189094051718,0.0633703102286334,0.0153582531139258,5.49284840028646e-05,8
"NM617","noaa-tree-22345.xml",34.244,-105.796,2439,1,1,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.0273364828289282,0.022972826123661,0.237722643373152,0.00500164871302426,0.00919807652763973,0.588169969500545,0.0823724306807669,0.0406950810049033,0.0464245512779664,8
"TURK052","noaa-tree-22357.xml",41.1833,34.4667,1522,1,3,"Pinus nigra J.F. Arnold","Pinus nigra","Pinus","Pinaceae","Pinales","Gymnosperms",0.0373098020113806,0.0258588237606246,0.154639712835843,0.0237811592949726,0.0192911045701297,0.222818326028596,0.0441150774038059,0.0285015198999556,0.127300131743069,3
"TURK053","noaa-tree-22358.xml",37.8667,36.35,1367,1,3,"Pinus nigra J.F. Arnold","Pinus nigra","Pinus","Pinaceae","Pinales","Gymnosperms",-0.00742643974406203,0.00438005244171423,0.092025386345267,-0.00617801380602403,0.00297446698521915,0.0394828409727125,-0.0046980805283716,0.00508366606498006,0.356871919191994,10
"TURK054","noaa-tree-22359.xml",41.2167,34.7833,1300,1,3,"Pinus nigra J.F. Arnold","Pinus nigra","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0834949548769355,0.0210971676464571,0.0002059072965753,-0.0579242892538942,0.0153739015569423,0.000382692694062585,-0.0961031875132937,0.0241170931868423,0.000188177204539727,4
"TX056","noaa-tree-22362.xml",31.9,-104.85,2438,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0612988561473834,0.00889564567243351,2.8463991531301e-11,0.04688593562091,0.00692938282621887,6.08885029967652e-11,0.078971399863487,0.0114156415080254,2.4118412778438e-11,8
"TX058","noaa-tree-22364.xml",31.9,-104.846,2042,1,1,"Quercus muehlenbergii Engelm.","Quercus muehlenbergii","Quercus","Fagaceae","Fagales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UT544","noaa-tree-22366.xml",37.62,-110.02,1859,1,1,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0303295622023201,0.00821775807221997,0.000292395746567664,0.0177530474171623,0.00546439360223788,0.00137139262180851,0.034896224481926,0.00921032811732238,0.00020336348274596,9
"WA137","noaa-tree-22369.xml",48.78,-120.27,1100,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.026984176373019,0.00595728528003809,1.32952477830658e-05,0.0118718445183043,0.00305383402508699,0.000161224068262641,0.0333014480793055,0.00692394038129412,4.146551686513e-06,11
"WA138","noaa-tree-22370.xml",48.18,-120.26,1230,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.033706256762636,0.00320220091903672,1.87769280336299e-23,0.0165684655069,0.00182841525363295,3.26439200414284e-18,0.0402674176722767,0.00349561792844659,2.81240355742864e-27,12
"WA139","noaa-tree-22371.xml",48.51,-118.75,965,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.0272490631674156,0.00441752394924971,2.35791758249287e-09,0.0129001701056217,0.00255927580524504,8.26343969230566e-07,0.0522825583390546,0.00857655398981166,3.52527468345925e-09,12
"WA140","noaa-tree-22372.xml",48.59,-119.14,1150,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.0136167215159982,0.00438660240012519,0.00206012387231357,0.0088445732331882,0.00265874483757605,0.000970254787541231,0.0236451390477244,0.00564843567728219,3.57511099059332e-05,13
"WA141","noaa-tree-22373.xml",48.6,-119.7,850,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.0825193569311496,0.00471613788193183,3.01733261249137e-50,0.0418247135575634,0.00270528551872705,7.45694360040025e-42,0.0894956454194552,0.0047942501607239,4.10028588667321e-55,12
"NEPA043","noaa-tree-22394.xml",28.25,85.38,2729,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.00592480198513813,0.00286882527433542,0.039302129812633,-0.00229583057999945,0.00214903507093019,0.285783915922113,0.0176576183978334,0.00354039814524942,7.88665062288401e-07,7
"NEPA044","noaa-tree-22395.xml",29.38,81.13,3000,1,0,"Abies pindrow (Royle ex D. Don) Royle","Abies pindrow","Abies","Pinaceae","Pinales","Gymnosperms",0.0139558481503004,0.00429535808013298,0.0012528308532981,0.00175129375090044,0.00239679301016214,0.465388655658765,0.025701875251012,0.00497540476475657,3.7371225372655e-07,12
"NEPA045","noaa-tree-22396.xml",29.4,81.13,2700,1,0,"Picea smithiana (Wall.) Boiss.","Picea smithiana","Picea","Pinaceae","Pinales","Gymnosperms",-0.0202957594469729,0.00344369814355823,5.26570802007175e-09,-0.0175992034027176,0.0030160917697647,7.39803337903167e-09,-0.0169590251874995,0.00509442044928985,0.000905712158784943,12
"NEPA046","noaa-tree-22397.xml",28.52,84.86,3690,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.0255294596930052,0.00528312719007494,1.64514872659348e-06,0.00315992048437476,0.0029120441606872,0.27822527438714,0.0481401012858755,0.00732065198048041,9.1966576869238e-11,10
"NEPA047","noaa-tree-22398.xml",28.65,83.61,2700,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.0370736558719579,0.00454308784866291,3.10956546883627e-15,0.0169123704338363,0.00291340780325083,1.18844500775057e-08,0.090580562865696,0.00767185113287608,2.43891793100668e-28,12
"NEPA051","noaa-tree-22404.xml",28.6,84.18,3175,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.028264664802174,0.00668532304479242,2.82636040416611e-05,0.00167666845759038,0.00371641144832479,0.652083785753813,0.0719325089947536,0.00863249777624764,8.39860659300452e-16,13
"NEPA052","noaa-tree-22405.xml",28.6,84.174,3375,1,0,"Abies spectabilis (D. Don) Spach","Abies spectabilis","Abies","Pinaceae","Pinales","Gymnosperms",0.0377602940352228,0.00530701694880021,4.10186530345663e-12,0.0206891756896985,0.0047911743461656,1.91310102167956e-05,0.0626437971579317,0.00767837847888291,3.00986665032335e-15,13
"NEPA054","noaa-tree-22407.xml",27.95,86.85,4100,1,0,"Betula utilis D.Don","Betula utilis","Betula","Betulaceae","Fagales","Angiosperms",0.0517810569833639,0.00756281546899504,4.71846104313902e-11,0.0381560437545742,0.00518103193607725,1.96395018694791e-12,0.0796748097032433,0.0103994755635508,2.96726790736519e-13,11
"BOL001","noaa-tree-22434.xml",-16.21824,-61.66284,503,1,1,"Centrolobium microchaete (Benth.) H.C. Lima","Centrolobium microchaete","Centrolobium","Fabaceae","Fabales","Angiosperms",0.0344130684495037,0.0196212934548051,0.081944688238122,0.0182781487808523,0.0132254108409614,0.169461800535738,0.0416919991353601,0.0217171737329011,0.0572026350633587,5
"BOL003","noaa-tree-22436.xml",-16.32904,-61.614,446,1,1,"Centrolobium microchaete (Benth.) H.C. Lima","Centrolobium microchaete","Centrolobium","Fabaceae","Fabales","Angiosperms",0.00460697823031372,0.0073073138163621,0.530008381205163,0.00226276935192084,0.00576021201395943,0.695386240630405,0.0103900554036485,0.00836854414019019,0.217660853115551,10
"AUSL050","noaa-tree-22545.xml",-41.63,145.93,1000,1,0,"Athrotaxis selaginoides D. Don","Athrotaxis selaginoides","Athrotaxis","Cupressaceae","Pinales","Gymnosperms",-0.00273836082195253,0.00632154799648412,0.665296171479446,-0.000256187068487794,0.00605815204682264,0.96630629211344,0.000613229633094876,0.00848271834559206,0.942433471064305,8
"NEWZ119","noaa-tree-22553.xml",-46.835,167.755,100,1,0,"Halocarpus biformis (Hook.) Quinn","Halocarpus biformis","Halocarpus","Podocarpaceae","Pinales","Gymnosperms",-0.0236566835113333,0.00322491494350872,3.87690899824937e-12,-0.0246071432381347,0.00374924455495068,3.53084231866401e-10,-0.0416394952532029,0.00666559864977945,2.04286681865729e-09,13
"NEWZ120","noaa-tree-22554.xml",-42.5,171.74,200,1,0,"Lagarostrobos colensoi (Hook.) C.J. Quinn = Dacrydium colensoi Hook.","Lagarostrobos colensoi","Lagarostrobos","Podocarpaceae","Pinales","Gymnosperms",0.154715669461545,0.0375385715809881,0.000640810337725764,0.150937795435645,0.037118497335126,0.000724447612724333,0.184363145850862,0.0443713155495896,0.000594815342812062,3
"NEWZ125","noaa-tree-22559.xml",-42.5,171.74,200,1,0,"Libocedrus bidwillii Hook. f.","Libocedrus bidwillii","Libocedrus","Cupressaceae","Pinales","Gymnosperms",0.319064149947305,0.0704637840336031,9.39571327405652e-05,0.307994557056298,0.0668740715986872,7.58141761168871e-05,0.484184834875377,0.114979837736217,0.000224938985693573,4
"NEWZ129","noaa-tree-22563.xml",-42.32,172.12,672,1,0,"Libocedrus bidwillii Hook. f.","Libocedrus bidwillii","Libocedrus","Cupressaceae","Pinales","Gymnosperms",0.0266320368989642,0.00560110844457077,3.42029296659497e-06,0.0308063341606406,0.00632218421395307,1.99595830383519e-06,0.0406562196816435,0.0085391210629161,3.32276033392018e-06,12
"RUSS264","noaa-tree-22665.xml",55.9567,160.23132,944,1,0,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr","Larix gmelinii","Larix","Pinaceae","Pinales","Gymnosperms",0.00957037967165547,0.00281295511020441,0.000703536645674705,0.00857572556359257,0.00251930349730224,0.000699099336892461,0.0207445454795061,0.00479320754718679,1.70801465955221e-05,14
"RUSS265","noaa-tree-22666.xml",52.8243,158.1664,68,1,0,"Betula ermanii Cham.","Betula ermanii","Betula","Betulaceae","Fagales","Angiosperms",0.164956134863659,0.0816933004445848,0.0445239421544837,-0.00179169974817301,0.00626689848015965,0.775190385381138,0.00453375719078015,0.0100690337597221,0.65290479134186,14
"RUSS267","noaa-tree-22668.xml",53.32233,157.54709,278,1,0,"Betula ermanii Cham.","Betula ermanii","Betula","Betulaceae","Fagales","Angiosperms",0.0188423416215164,0.00806520700488257,0.0202326469867255,0.0111220061400755,0.00676809650805003,0.101520575297989,0.0240553569472497,0.00890365659859949,0.0073480021613597,14
"AUSL051","noaa-tree-22750.xml",-17.3,145.58,720,1,0,"Toona ciliata","Toona ciliata","Toona","Meliaceae","Sapindales","Angiosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AK153","noaa-tree-22773.xml",61.676,-145.1699,560,1,0,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",-0.00287649006980315,0.00254296217070123,0.258348087562536,-0.00374234930519908,0.00214822004374286,0.0819034468379248,0.00648100842114849,0.00363749491994454,0.0751962734224922,15
"AK155","noaa-tree-23051.xml",63.9846,-144.2539,200,1,0,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.","Picea mariana","Picea","Pinaceae","Pinales","Gymnosperms",0.00363285770403826,0.00144742511246346,0.0121420675002823,-0.00556414726504252,0.00104342883352041,1.0580234743353e-07,0.0331134293960437,0.00876412221617792,0.000161712382997463,13
"AK156","noaa-tree-23052.xml",58.6661,-134.9681,142,1,0,"Chamaecyparis nootkatensis (D. Don) Spach","Chamaecyparis nootkatensis","Chamaecyparis","Cupressaceae","Pinales","Gymnosperms",0.0461507671177996,0.0123621532366449,0.000574949881552361,0.0639841914491963,0.017222775993913,0.000606607459497934,0.0603635758208683,0.0151095592334764,0.00026240272823827,4
"AZ596","noaa-tree-23651.xml",32.41378,-110.714957,2534,1,3,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.0557390446696522,0.00912480109293705,2.99031467088657e-09,0.0225742558373958,0.00553406592873959,5.74458809404269e-05,0.18507434894928,0.0738476328338193,0.0127135608309181,12
"AZ597","noaa-tree-23652.xml",32.433619,-110.790248,2577,1,1,"Pinus arizonica Engelm.","Pinus arizonica","Pinus","Pinaceae","Pinales","Gymnosperms",0.042065883281686,0.00829396344337275,6.18525994591497e-07,0.0303900375097742,0.00590544614633426,4.28339581296896e-07,0.0744955610805617,0.0112613520673082,1.27079712299181e-10,13
"AZ598","noaa-tree-23653.xml",32.433619,-110.790248,2577,1,3,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",0.0883467153002465,0.0100329298233747,4.20271225431975e-17,0.0293319762412869,0.00549227612051892,1.57128857268473e-07,0.103211112217622,0.0110486827949074,7.201067442728e-19,12
"CO656","noaa-tree-23656.xml",37.437236,-106.631074,3560,1,3,"Pinus aristata Engelm.","Pinus aristata","Pinus","Pinaceae","Pinales","Gymnosperms",0.0666829885081725,0.0154182533802192,4.52242188900352e-05,0.0584193593086167,0.0127121768247561,1.65975623608943e-05,0.0817775436961908,0.0187251292114713,3.87418339003878e-05,9
"ND013","noaa-tree-23657.xml",47.5825,-103.3635,589,1,0,"Populus deltoides Bartr. ex Marsh.","Populus deltoides","Populus","Salicaceae","Malpighiales","Angiosperms",0.0100870916032244,0.00287140910035253,0.000446729162232607,-0.0109066999878626,0.0013816428803664,3.50470824849279e-15,0.0895766376643454,0.0247844087186098,0.000303924909888456,10
"PA017","noaa-tree-23810.xml",40.6955,-77.755,453,1,0,"Quercus spp. L.","Quercus spp.","Quercus","Fagaceae","Fagales","Angiosperms",-0.005992233514613,0.00200175623831796,0.00291239614258725,-0.00706287536344155,0.0020135868178252,0.000498327382557988,-0.00719349083966149,0.00287404231175032,0.0126765004274131,16
"WA143","noaa-tree-24470.xml",48.860692,-121.685031,1297,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.0112286961535794,0.00572703088027036,0.0513894589162416,-0.0106383787235038,0.00453704561915988,0.0200761150993459,-0.00818980293682736,0.00707534785793813,0.24852380676726,11
"GREE015","noaa-tree-24973.xml",40.0688,20.9068,2050,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.00131725177199745,0.00294393564246774,0.654687574069536,0.00043091807803672,0.00270278431441576,0.873370915610729,0.000854124178877595,0.00409788471781797,0.834951706074987,15
"GREE016","noaa-tree-24974.xml",40.0688,20.9068,2050,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.0352589932371402,0.00409138297202468,5.39344199264654e-17,0.0149988708035458,0.00201584471912694,3.26610904645428e-13,0.0349843588844348,0.00401656784817203,2.61657252083022e-17,14
"GREE017","noaa-tree-24975.xml",40.0688,20.9068,2050,1,0,"Pinus heldreichii Christ","Pinus heldreichii","Pinus","Pinaceae","Pinales","Gymnosperms",0.00127613382540472,0.00293254565484593,0.663621310377076,-0.00279829821448672,0.00197417719173576,0.156937783732446,0.00165369655863251,0.00334329028268286,0.621064870535788,15
"OR098","noaa-tree-25190.xml",42.92,-122.05,2198,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.0112400817601719,0.00286232837044721,9.45246562860135e-05,-0.0114560723846295,0.00235272118946987,1.38430697888186e-06,-0.00889599350088831,0.00327068802410112,0.00669116600455378,12
"OR099","noaa-tree-25191.xml",42.97,-122.15,2221,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.0229340182737724,0.0026510258090236,3.11233333684611e-17,-0.0204418856149632,0.00232433248035718,9.83227653815733e-18,-0.0207348668035841,0.00335875527567471,1.0970508242934e-09,12
"OR101","noaa-tree-25193.xml",42.93,-122.02,2352,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.00273891359159854,0.0033086015881449,0.4081350198558,-0.000647536135695887,0.00342388333053403,0.850066197946123,0.00163995873964707,0.00504042494475795,0.745031897936958,12
"OR102","noaa-tree-25194.xml",42.98,-122.1,2075,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.0407496431414632,0.00391059481068506,7.99178559005496e-24,-0.0314213683422528,0.00307443646243998,4.94672236531475e-23,-0.0484267917052722,0.00472494722959332,3.80555659842293e-23,12
"OR103","noaa-tree-25195.xml",42.91,-122.07,2198,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.0245216788636139,0.00250081646241221,2.71126344852604e-21,-0.0199186830754178,0.00180266333887598,3.53234678882976e-26,-0.00173101875941299,0.00973163419932528,0.85887488308061,12
"OR104","noaa-tree-25196.xml",42.97,-122.07,2050,1,0,"Tsuga mertensiana (Bong.) Carrière","Tsuga mertensiana","Tsuga","Pinaceae","Pinales","Gymnosperms",-0.0173506288732154,0.00353750687515425,1.19245254472324e-06,-0.0147882175973843,0.00198838600660679,3.38119568771456e-13,-0.0186292794963146,0.00384675372152445,1.61298978604707e-06,12
"ARGE139","noaa-tree-25370.xml",-41.18,-71.78,1425,1,0,"Nothofagus pumilio (Poepp. & Endl.) Reiche","Nothofagus pumilio","Nothofagus","Nothofagaceae","Fagales","Angiosperms",0.0161585489624837,0.00406684896492957,7.83833972089491e-05,0.015055110262239,0.00387413347934676,0.000111736167694614,0.0296831823223579,0.00558046294780828,1.41170374038498e-07,11
"ARGE140","noaa-tree-25371.xml",-41.25,-71.28,1612,1,0,"Nothofagus pumilio (Poepp. & Endl.) Reiche","Nothofagus pumilio","Nothofagus","Nothofagaceae","Fagales","Angiosperms",-0.0122640625803171,0.00404450914670175,0.0024831138599458,-0.0166214114168994,0.0036369093919051,5.41440901847343e-06,-0.0122541070053822,0.0056391287524068,0.0299860087101618,11
"ARGE141","noaa-tree-25372.xml",-41.27,-71.63,1500,1,0,"Nothofagus pumilio (Poepp. & Endl.) Reiche","Nothofagus pumilio","Nothofagus","Nothofagaceae","Fagales","Angiosperms",-0.0108152483311248,0.00386035905217043,0.00520479477217126,-0.0114714980587453,0.00375525462576153,0.00232527993247652,-0.00810073075768053,0.0075749090058758,0.285197613018192,11
"ITAL050","noaa-tree-25691.xml",46.33295,10.6649,2008,3,0,"Larix decidua Mill.","Larix decidua","Larix","Pinaceae","Pinales","Gymnosperms",0.0042027269859668,0.00422140991970286,0.320228544659831,-0.00136190259895616,0.00359539003848958,0.705100454499237,-0.00430597290142512,0.00696707888522273,0.536996115992667,15
"BRIT072","noaa-tree-27381.xml",55.27,-3.43,175,1,0,"Quercus robur L. = Quercus pendunculata Ehrl.","Quercus robur","Quercus","Fagaceae","Fagales","Angiosperms",-0.043773461710301,0.0225038788861687,0.057279662615382,-0.0419842894734512,0.0256700608064651,0.108094659380053,-0.0504407639639638,0.0335779308145939,0.139212441989329,3
"CANA577","noaa-tree-27396.xml",49.833,-114.1833,1425,2,0,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",0.0451388773725251,0.0191560940198106,0.0201314831596178,0.0414266018863334,0.0165347888981833,0.0136179637995245,0.0726767242987237,0.0259124610512797,0.00590669303824702,4
"CANA578","noaa-tree-27397.xml",50.4,-114.4,1515,2,0,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",0.131053085290128,0.0208849312345914,1.0349114947293e-08,0.0736538569502567,0.0121238687513659,2.55157387489158e-08,0.157720500498874,0.0236448973261163,1.68443256366787e-09,4
"CANA579","noaa-tree-27398.xml",50.3333,-114.25,1500,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0947149568787741,0.0110885499551322,1.28720596653026e-16,0.0484019987307713,0.00622329519233692,3.64106778731653e-14,0.0981130237997573,0.0119809874458235,1.83052104119598e-15,4
"CANA580","noaa-tree-27399.xml",51.2,-114.3,1575,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0578712959956068,0.00464595181329201,2.64164694191986e-28,0.0306173738152361,0.00270725861123288,1.98669619747631e-24,0.0636220714061148,0.00496401008259766,1.52670706745369e-29,13
"CANA581","noaa-tree-27400.xml",50.61,-115.12,1750,2,0,"Picea engelmannii Parry ex Engelm.","Picea engelmannii","Picea","Pinaceae","Pinales","Gymnosperms",-0.019246347701021,0.00452057732710445,3.37515858770321e-05,-0.0205641088299794,0.00457047260497775,1.24304421743833e-05,-0.0205536744513986,0.00532579135513967,0.000160061089242846,11
"CANA582","noaa-tree-27401.xml",50.09,-114.14,1540,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.167867097713802,0.0201131413402598,1.84204665836677e-12,0.148947040167136,0.0185713880343725,7.96166683757923e-12,0.204493387008731,0.0270623015333435,6.34195570785826e-11,5
"CANA583","noaa-tree-27402.xml",49.89,-114.18,1570,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0251212131528191,0.00416610816071699,2.78885725135192e-09,0.0175724823719778,0.00331475248884682,1.59047694174819e-07,0.0273145551804035,0.00547293896687975,7.77964928081417e-07,13
"CANA584","noaa-tree-27403.xml",49.9,-114.1,1575,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0489683336207696,0.0233887705217311,0.03785653372966,0.027027509219152,0.0146082203158732,0.0661236653838447,0.0665814614567623,0.0280904452903421,0.0189597376620994,4
"CANA585","noaa-tree-27404.xml",49.34,-114.31,2060,2,0,"Pinus albicaulis Engelm.","Pinus albicaulis","Pinus","Pinaceae","Pinales","Gymnosperms",0.0373235777602477,0.0115297587467577,0.00142949426564662,0.0149262128945257,0.00513780140837477,0.00411563718794354,0.0483618385909011,0.0119074211389101,7.18065527717307e-05,9
"CANA586","noaa-tree-27405.xml",49.53,-114.62,1700,2,0,"Pinus flexilis E. James","Pinus flexilis","Pinus","Pinaceae","Pinales","Gymnosperms",0.0217340613226072,0.00912495271736964,0.0181694467655319,-0.00722566769824166,0.00387431665108224,0.0636510803110905,0.0331972696125348,0.0109790807421465,0.00282603248681963,10
"CANA588","noaa-tree-27431.xml",49.427,-119.86,1586,2,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.0341557476777167,0.0138301240757026,0.0145674794419998,0.0178362007539292,0.0105538577390792,0.0929599959147101,0.0422366977766102,0.0154346491031822,0.006907692510267,7
"CO658","noaa-tree-27439.xml",38.73,-106.8,2926,1,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.00199492628545578,0.00709970283239409,0.778963245375755,-0.00337366276617032,0.00475160734874134,0.478393485657319,0.00285327561828911,0.00756841074430419,0.706509616882353,13
"CHIN082","noaa-tree-27452.xml",30.37,119.33,1100,1,0,"Pinus taiwanensis Hayata","Pinus taiwanensis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0321604776929823,0.00622162201797038,4.64727708880153e-07,-0.019105930743678,0.00313281817477257,3.78552631848918e-09,-0.0177195880390729,0.00956460576648545,0.0650527400074928,15
"CHIN083","noaa-tree-27453.xml",31.13,115.77,1450,1,0,"Pinus taiwanensis Hayata","Pinus taiwanensis","Pinus","Pinaceae","Pinales","Gymnosperms",0.0514327827574005,0.00896294981334286,4.58363155347024e-08,0.0138424468930262,0.00433629263511257,0.00169612982184428,0.063399305840619,0.0104865245625766,9.90682046738204e-09,14
"CO660","noaa-tree-27454.xml",37.55,-105.5667,2575,1,0,"Pinus edulis Engelm.","Pinus edulis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0736170178329235,0.0160377225860428,8.20651968002004e-06,-0.0789784352593716,0.0155954990572756,9.95841990272637e-07,-0.105803678829187,0.0277427358875285,0.000186979286283642,13
"CO662","noaa-tree-27456.xml",39.65,-106.87,1951,1,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",-0.0615227744192311,0.0225161742086951,0.0083968128121302,-0.0481181807607902,0.0179314784956447,0.00956302961832644,-0.0728598403371485,0.026633767766846,0.0083244596490951,4
"CO668","noaa-tree-27462.xml",38.45,-106.38333,3650,1,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO670","noaa-tree-27464.xml",38.0167,-105.7,2650,1,0,"Pinus edulis Engelm.","Pinus edulis","Pinus","Pinaceae","Pinales","Gymnosperms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CO671","noaa-tree-27465.xml",40.92,-106.33,2469,1,0,"Pseudotsuga menziesii (Mirb.) Franco","Pseudotsuga menziesii","Pseudotsuga","Pinaceae","Pinales","Gymnosperms",0.160229471214656,0.0472374691980241,0.00124401512557119,0.105313891607593,0.0324611287152753,0.00194086831532353,0.177855500032074,0.0526276730422081,0.00129226510279696,5
"CO673","noaa-tree-27467.xml",40.05,-108.3,1900,1,0,"Pinus edulis Engelm.","Pinus edulis","Pinus","Pinaceae","Pinales","Gymnosperms",-0.102670639746332,0.0244598140291847,0.000233424856678322,-0.0851580713723567,0.0178635903524239,4.84423119618425e-05,-0.114234580912296,0.0284513144543655,0.000383996406249951,4
"CO675","noaa-tree-27469.xml",38.6,-104.87,1938,1,0,"Pinus ponderosa Douglas ex C. Lawson","Pinus ponderosa","Pinus","Pinaceae","Pinales","Gymnosperms",-0.0682803812450552,0.0828044558436723,0.416108398008431,-0.0500944223034671,0.0536941437667462,0.358289746534414,-0.0862801435237981,0.08661599907182,0.327157843414038,3
